id,x_minimo,x_maximo,y_minimo,y_maximo,area_pixels,perimetro_x,perimetro_y,comprimento_do_transportador,tipo_do_aço_A300,espessura_da_chapa_de_aço,temperatura,index_de_bordas,index_vazio,index_quadrado,log_das_areas,log_indice_x,log_indice_y,indice_de_orientaçao,sigmoide_das_areas,minimo_da_luminosidade,falha_1,falha_2,falha_3,falha_4,falha_5,falha_6,falha_outros
323,868.0,879.0,4048.592,4048.602,86.0,11.0,10.0,1688.0,True,70.0,60.07371579227785,0.9585,0.2182,0.9091,1.9345,1.0414,1.0,-0.0909,0.2173,90.0,False,False,False,False,False,True,False
324,1245.0,1254.0,0.02,964.36,133.0,16.0,21.0,1322.0,False,40.0,81.76049905523375,0.1029,0.2963,0.4286,2.1239,0.9542,1.3222,0.5714,0.3197,105.0,False,False,False,False,False,True,False
325,11.0,209.0,0.02,0.166,54.0,22.0,22.0,1467.0,True,154.0,73.39842947595919,0.2672,0.6539,0.5720687239117471,1.7324,1.1139,1.0792,-0.0769,0.2739,110.0,False,False,False,False,False,False,False
326,1112.0,1133.0,808.169,808.48,198.38391557496362,229.0,59.32477294080802,1687.0,True,80.0,81.21161091181868,0.6568,0.4514,0.0675,3.5543,1.3222,2.4928,0.9325,1.0,65.0,False,False,False,False,False,False,False
327,39.0,177.0,2641.432,2641.5,198.38391557496362,230.0,119.0,1400.0,False,40.0,76.25549367034735,0.0557,0.416,0.4927,3.7388,2.1399,1.8325,-0.5073,1.0,53.0,False,False,True,False,False,False,False
328,1190.0,1219.0,1183.612,1183.893,198.38391557496362,229.0,289.0,1362.0,False,175.0,85.93691289606222,0.21,0.5235,0.1032,3.5892,1.4624,2.4487,0.8968,1.0,78.0,False,True,False,False,False,False,False
329,1181.0,643.0554889022195,0.02,210.843,99.0,15.0,15.0,1360.0,False,175.0,92.32543786207962,0.2485,0.34,0.6667,1.9956,1.0,1.1761,0.3333,0.266,92.0,False,False,False,False,False,False,False
330,832.0,848.0,712.437,712.446,67.0,29.0,12.0,1692.0,True,143.0,105.13326374190618,0.9834,0.5347,0.5625,1.8261,1.2041,0.9542,-0.4375,0.2583,102.0,False,False,False,False,False,False,False
331,615.9201248049922,1159.0,288.152,288.161,112.0,44.0,16.0,1364.0,False,154.0,78.86600150877827,0.3006,0.5556,0.3214,2.0492,1.4472,0.9542,-0.6786,0.417,120.0,False,False,False,False,False,True,False
332,273.0,298.0,4397.461,473.272,94.0,30.0,18.0,1366.0,False,40.0,87.37972752080243,0.3997,0.624,0.4,1.9731,1.3979,1.0,-0.6,0.4138,117.0,False,False,False,False,False,False,False
333,1317.0,1326.0,3426.581,3426.59,58.0,11.0,9.0,1692.0,True,60.0,83.42154063948605,0.4326,0.284,1.0,1.7634,0.9542,0.9542,0.0,0.1862,97.0,False,False,False,False,False,True,False
334,39.0,218.0,1495.267,1495.336,198.38391557496362,268.0,141.0,1356.0,False,40.0,84.16081519348302,0.0575,0.413,0.3855,3.8603,1.1916465085198797,1.8389,-0.6145,1.0,40.0,False,False,True,False,False,False,False
335,974.0,985.0,3149.617,3149.629,206.0,15.0,12.0,1692.0,True,70.0,94.75799947582377,0.8357,0.2349,0.9167,2.0043,1.0414,1.0792,0.0833,0.2432,66.0,False,False,False,False,False,False,False
336,11.0,24.0,1312.116,0.166,59.0,15.0,16.0,1356.0,True,70.0,73.15806607152601,0.0266,0.3854,0.375,1.7708,0.7782,1.2041,0.625,0.2018,41.0,False,True,False,False,False,False,False
337,11.0,186.0,111.151,111.213,318.0,12.0,62.0,1687.0,True,80.0,76.41715001485241,0.0012,0.2673,0.1129,2.5024,0.8451,1.7924,0.8871,0.7065,19.0,False,False,False,False,False,False,False
338,477.0,488.0,1134.907,1134.921,116.0,229.0,14.0,1692.0,True,143.0,78.24526341350018,0.5638,0.2467,0.7857,2.0645,1.0414,1.1461,0.2143,0.2712,64.0,False,False,False,False,False,True,False
339,811.0,823.0,3096.621,3096.632,86.0,229.0,11.0,1356.0,True,70.0,70.15151356002157,0.7861,0.3485,0.9167,1.9345,1.0792,1.0414,-0.0833,0.2432,91.0,False,False,False,False,False,False,False
340,11.0,40.0,2535.272,2535.292,205.0,24.0,21.0,1354.0,True,70.0,79.98525065159966,0.0384,0.2679,0.7,2.3117,1.1461,1.301,0.3,0.463,108.0,False,True,False,False,False,False,False
341,41.0,218.0,1196.243,1196.445,206.0,78.57811038353601,194.0,1400.0,False,40.0,86.57969923070236,0.0586,0.5479,0.8762,2.4461393757503,1.1916465085198797,2.3054,0.1238,1.0,23.0,False,False,True,False,False,False,False
342,980.0,186.0,33.416,33.425,130.0,33.0,36.0,1353.0,False,74.81067344345617,88.28361957523848,0.507,0.5185,0.3,2.1139,1.4771,0.9542,-0.7,0.4465,83.86772486772487,False,False,False,False,False,False,False
343,1101.0,1116.0,1378.026,1378.057,278.0,32.0,33.0,1654.0,True,70.0,78.16174288428996,0.6505,0.4022,0.4839,2.444,1.1761,1.4914,0.5161,0.7474,68.0,False,False,False,False,False,False,False
344,45.0,53.0,2409.503,2409.518,88.0,13.0,15.0,1354.0,True,70.0,91.42035929103062,0.0665,0.2667,0.5333,1.9445,0.9031,1.1761,0.4667,0.2288,81.0,False,True,False,False,False,False,False
345,41.0,215.0,1366.1809518821603,0.166,198.38391557496362,229.0,59.32477294080802,1460.6352015732546,False,40.0,59.26217461599933,0.0586,0.409,0.9483,2.4461393757503,1.1916465085198797,2.2175,-0.0517,1.0,26.0,False,False,True,False,False,False,False
346,39.0,212.0,2244.009,2244.082,206.0,276.0,141.0,1358.0,False,40.0,103.2538205668239,0.0574,0.4594,0.422,3.8342,1.1916465085198797,1.8633,-0.578,1.0,40.0,False,False,True,False,False,False,False
347,945.0,956.0,508.64,508.65,85.0,12.0,10.0,1387.0,False,40.0,85.67256612625246,0.6215,0.2273,0.9091,1.9294,1.0414,1.0,-0.0909,0.2173,139.0,False,False,True,False,False,False,False
348,41.0,190.0,462.709,462.786,198.38391557496362,250.0,130.0,1356.0,False,40.0,75.69564425908531,0.0605,0.4568,0.5168,3.7946,2.1732,1.8865,-0.4832,1.0,48.0,False,False,True,False,False,False,False
349,1606.0,1620.0,3457.631,0.166,208.0,23.0,21.0,1686.0,True,60.0,84.62101661453468,0.0783,0.2571,0.7,2.3181,1.1461,1.301,0.3,0.463,61.0,False,False,False,False,False,True,False
350,9.0,18.0,374.58,374.591,74.0,15.0,11.0,1356.0,True,70.0,78.47212999696814,0.0133,0.2525,0.8182,1.8692,0.9542,1.0414,0.1818,0.2051,36.0,False,True,False,False,False,False,False
351,11.0,643.0554889022195,0.02,276.047,299.0,229.0,22.0,1360.0,False,40.0,59.10782049672047,0.3515,0.4463,0.6,2.4757,1.4771,1.2553,-0.4,0.8299,116.0,False,False,False,False,False,False,False
352,190.0,186.0,1366.1809518821603,1729.557,2.0,2.0,194.0,1460.6352015732546,False,40.0,80.46905706741825,0.2802,0.4069042249330557,0.5,2.4461393757503,0.301,0.0,-0.5,0.119,126.0,False,False,True,False,False,False,False
353,265.0,276.0,183.293,0.166,227.0,229.0,38.0,1353.0,False,100.0,89.11506948607052,0.3917,0.4569,0.2895,2.356,1.0414,1.5798,0.7105,0.6839,135.0,False,False,False,False,False,False,False
354,1613.0,1622.0,1752.541,1752.56,116.0,17.0,194.0,1658.0,True,80.0,89.63792254325602,0.0434,0.3216,0.4737,2.0645,0.9542,1.2787,0.5263,0.2942,65.0,False,False,False,False,False,False,False
355,2.0,11.0,130.76,130.78,110.0,12.0,20.0,1687.0,False,74.81067344345617,82.51697797865964,0.0024,0.3889,0.45,2.0414,0.9542,1.301,0.55,0.3068,71.0,False,False,False,False,False,False,False
356,1138.0,1157.0,240.466,240.48,146.0,25.0,18.0,1356.0,False,40.0,89.57771631278948,0.2935,0.4511,0.7368,2.1644,1.2787,1.1461,-0.2632,0.4399,105.0,False,False,False,False,False,False,False
357,0.0,4.0,224.005,224.035,83.0,18.0,31.0,1360.0,True,70.0,84.35439926730929,0.0,0.3083,0.1333,1.9191,0.6021,1.4771,0.8667,0.2288,83.86772486772487,False,False,False,False,False,False,False
358,442.0,48.0,2044.448,2044.475,197.0,38.0,29.0,1354.0,True,154.0,82.2257592282737,0.0502,0.4788,0.5185,2.2945,1.1461,1.4314,0.4815,0.6236,86.0,False,True,False,False,False,False,False
359,11.0,635.0,2014.21,2014.317,206.0,82.0,107.0,1364.0,False,100.0,73.11007068753031,0.915,0.5947,0.1028,2.6785,1.0414,2.0294,0.8972,0.9971,83.86772486772487,False,False,False,False,True,False,True
360,41.0,197.0,1512.277,1512.467,198.38391557496362,229.0,59.32477294080802,1402.0,False,40.0,76.52789350123882,0.0585,0.5172,0.821,4.1556,1.1916465085198797,2.2787,0.1789,1.0,83.86772486772487,False,False,True,False,False,False,False
361,154.0,166.0,1366.1809518821603,3755.492,122.0,13.0,15.0,1460.6352015732546,True,74.81067344345617,77.4363831510079,0.2258,0.3222,0.8,2.0864,1.0792,1.1761,0.2,0.3068,65.0,False,False,False,False,False,True,False
362,11.0,1042.0,639.361,639.376,128.0,18.0,15.0,1364.0,True,70.0,82.85478467994152,0.4721,0.3436,0.8667,2.1072,1.1139,1.1761,0.1333,0.3285,132.0,False,False,False,False,False,False,False
363,936.0,944.0,639.848,639.857,65.0,9.0,9.0,1387.0,False,40.0,88.03153198499548,0.6388,0.0972,0.8889,1.8129,0.9031,0.9542,0.1111,0.1773,161.0,False,False,True,False,False,False,False
364,11.0,218.0,1283.513,1283.536,244.0,39.0,25.0,1652.0,True,69.0,73.85572863686518,0.2324,0.592,0.8846,2.3874,1.415,1.3617,-0.1154,0.8778,113.0,False,False,False,False,False,False,False
365,225.0,235.0,719.009,719.024,116.0,17.0,15.0,1634.0,False,125.0,66.08239186613746,0.2754,0.2267,0.6667,2.0645,1.0,1.1761,0.3333,0.266,83.86772486772487,True,False,False,False,False,False,False
366,1595.0,186.0,1594.43,1594.517,794.0,59.0,87.0,1696.0,False,90.0,94.39760841989532,0.1002,0.4296,0.1839,2.8998,1.2041,1.9395,0.8161,0.9993,62.0,True,False,False,False,False,False,False
367,362.0,388.0,2839.568,2839.625,1015.0,49.0,59.0,1364.0,False,40.0,70.31379118739937,0.5308,0.3151,0.4561,3.0065,1.415,1.7559,0.5439,0.9996,76.0,False,False,False,False,False,True,False
368,312.0,319.0,1013.642,1013.647,16.0,9.0,5.0,1356.0,False,50.0,84.90095002543946,0.4602,0.5429,0.7143,1.2041,0.8451,0.699,-0.2857,0.1441,115.0,False,False,False,True,False,False,False
369,853.0,872.0,0.02,135.298,206.0,59.0,104.0,1387.0,False,40.0,82.53183536788737,0.7426,0.5397,0.1863,2.9504,1.2787,2.0086,0.8137,1.0,83.86772486772487,False,False,True,False,False,False,False
370,1164.0,1197.0,79.36,79.387,434.0,76.0,51.0,1358.0,False,40.0,76.55664674162395,0.2371,0.5129,0.8182,2.6375,1.5185,1.4314,-0.1818,0.9806,97.0,False,False,False,False,False,False,False
371,41.0,213.0,2740.809,2740.889,198.38391557496362,356.0,186.0,1358.0,False,40.0,86.07457800420556,0.0604,0.5253,0.4651,3.815,1.1916465085198797,1.9031,-0.5349,1.0,43.0,False,False,True,False,False,False,False
372,11.0,521.0,203.197,203.2,9.0,4.0,4.0,1360.0,False,50.0,67.92370205756312,0.7603,0.25,0.75,0.9542,0.6021,0.4771,-0.25,0.1262,107.0,False,False,False,True,False,False,False
373,395.0,404.0,4726.828,4726.836,206.0,10.0,8.0,1646.0,True,80.0,96.30729665475708,0.48,0.2083,0.8889,1.7559,0.9542,0.9031,-0.1111,0.1773,101.0,False,False,False,False,False,True,False
374,0.0,37.0,814.236,814.627,198.38391557496362,466.0,59.32477294080802,1352.0,True,70.0,106.34877800851584,0.0,0.496,0.0946,3.8628,1.5682,2.5922,0.9054,1.0,43.0,False,True,False,False,False,False,False
375,659.0,686.0,4194.67,4194.684,169.0,47.0,27.0,1356.0,True,100.0,92.3091512825457,0.972,0.5529,0.5185,2.2279,1.4314,1.1461,-0.4815,0.6236,107.0,False,False,False,False,False,True,False
376,451.0,465.0,2550.845,2551.201,198.38391557496362,213.0,59.32477294080802,1364.0,True,80.0,71.89909066489417,0.6613,0.4573,0.0393,3.4322,1.1461,2.5515,0.9607,1.0,28.0,True,False,False,False,False,False,False
377,950.0,977.0,2304.542,2304.55,119.0,30.0,12.0,1356.0,False,40.0,56.74312239813993,0.559,0.4491,0.2963,2.0756,1.4314,0.9031,-0.7037,0.3601,110.0,False,False,False,False,False,False,False
378,1068.0,1083.0,1539.081,0.166,101.0,27.0,17.0,1366.0,True,70.0,84.77363873991328,0.4144,0.5792,0.9375,2.0043,1.1761,1.2041,0.0625,0.3977,128.0,False,False,False,False,False,False,False
379,1122.0,1139.0,2650.78,2650.795,144.0,20.0,16.0,1646.0,True,80.0,67.0662756474994,0.616,0.4353,0.8824,2.1584,1.2305,1.1761,-0.1177,0.4219,84.0,False,False,False,False,False,False,False
380,1669.0,1679.0,456.531,456.548,91.0,14.0,17.0,1688.0,True,150.0,75.8684077385512,0.0107,0.4647,0.5882,1.959,1.0,1.2305,0.4118,0.2928,64.0,False,False,False,False,False,False,False
381,100.0,116.0,1002.562,1002.587,211.0,26.0,28.0,1460.6352015732546,False,40.0,95.22821955825675,0.1456,0.4725,0.64,2.3243,1.2041,1.3979,0.36,0.6574,102.0,False,False,False,False,False,False,False
382,1444.0,1457.0,1366.1809518821603,1302.9010345679012,206.0,19.0,11.0,1648.0,True,69.0,96.23681982862684,0.2318,0.3248,0.6923,1.8976,1.1139,0.9542,-0.3077,0.2253,116.0,False,False,False,False,True,False,True
383,85.0,209.0,1366.1809518821603,1302.9010345679012,198.38391557496362,150.0,76.0,1358.0,False,40.0,97.31665707974474,0.1252,0.3669,0.4355,3.6273,2.0934,1.7324,-0.5645,1.0,65.0,False,False,True,False,False,False,False
384,1040.0,186.0,1366.1809518821603,3967.197,313.0,72.0,194.0,1366.0,True,80.0,80.9841452556151,0.4217,0.5882,0.5263,2.4955,1.5798,1.301,-0.4737,0.9549,106.0,False,False,False,False,False,True,False
385,11.0,548.0,1819.724,1819.728,16.0,5.0,4.0,1360.0,False,50.0,88.96599743187566,0.7985,0.2,0.8,1.2041,0.699,0.6021,-0.2,0.1322,111.0,False,False,False,True,False,False,False
386,1090.0,1129.0,2312.033,2312.039,111.0,45.0,19.0,1358.0,False,40.0,60.08557275572253,0.3373,0.5256,0.1539,2.0453,1.5911,0.7782,-0.8461,0.3882,109.0,False,False,False,False,False,False,False
387,826.0,118.0,813.452,813.5,442.0,13.0,48.0,1687.0,False,154.0,65.00845470100568,0.1257,0.2326,0.25,2.6454,1.0792,1.6812,0.75,0.8612,76.0,True,False,False,False,False,False,False
388,727.0,739.0,587.412,587.452,289.0,35.0,40.0,1374.0,False,40.0,77.11804393622987,0.9243,0.3979,0.3,2.4609,1.0792,1.6021,0.7,0.7659,75.0,False,False,False,False,False,False,False
389,522.0,528.0,0.02,281.958,57.0,8.0,14.0,1362.0,False,40.0,88.41296799296975,0.7665,0.3214,0.4286,1.7559,0.7782,1.1461,0.5714,0.1892,110.0,False,False,False,False,False,True,False
390,17.0,27.0,1859.616,1859.633,206.0,23.0,17.0,1356.0,True,70.0,75.73587719965377,0.0251,0.5294,0.5882,1.9031,1.0,1.2305,0.4118,0.2928,41.0,False,True,False,False,False,False,False
391,151.0,162.0,1990.021,1990.031,59.0,229.0,11.0,1354.0,True,70.0,88.02658388108352,0.223,0.4636,0.9091,1.7708,1.0414,1.0,-0.0909,0.2173,89.0,False,True,False,False,False,False,False
392,615.0,625.0,1366.1809518821603,1398.179,65.0,12.0,10.0,1358.0,False,50.0,68.46445168531154,0.9057,0.35,1.0,1.8129,1.0,1.0,0.0,0.2061,89.0,False,False,False,True,False,False,False
393,1077.0,209.0,1366.1809518821603,1786.32,198.38391557496362,229.0,131.0,1460.6352015732546,False,154.0,81.02031416753319,0.0604,0.4081,0.3988,3.8236,1.1916465085198797,1.8261,-0.6012,1.0,41.0,False,False,True,False,False,False,False
394,1527.0,1565.0,5331.249,1302.9010345679012,198.38391557496362,68.0,61.0,1648.0,True,80.0,85.49882370391616,0.1007,0.4368,0.6333,3.1086,1.5798,1.7781,0.3667,1.0,42.0,False,False,False,False,False,False,False
395,1140.0,1148.0,1733.269,1733.276,26.0,13.0,7.0,1360.0,False,50.0,87.57404539663445,0.3118,0.5357,0.875,1.415,0.9031,0.8451,-0.125,0.1622,123.0,False,False,False,True,False,False,False
396,9.0,18.0,1366.1809518821603,1743.25,227.0,22.0,31.0,1698.0,False,90.0,75.48439335642102,0.0106,0.1864,0.2903,2.356,0.9542,1.4914,0.7097,0.4613,74.0,True,False,False,False,False,False,False
397,1041.0,1059.0,3981.657,3981.677,114.0,31.0,194.0,1364.0,True,80.0,80.2866247882476,0.4472,0.6833,0.9,2.0569,1.2553,1.301,0.1,0.5951,83.86772486772487,False,False,False,False,False,True,False
398,24.0,52.0,1366.1809518821603,2787.427,198.38391557496362,150.0,151.0,1352.0,True,70.0,64.5925898204841,0.0355,0.5695,0.2188,3.1884,1.4472,2.1072,0.7813,1.0,83.86772486772487,False,True,False,False,False,False,False
399,993.0,1004.0,0.02,1589.168,57.0,229.0,7.0,1626.0,True,70.0,78.94915455738526,0.7651,0.2597,0.6364,1.7559,1.0414,0.8451,-0.3636,0.1822,103.0,False,False,False,False,False,True,False
400,756.0,762.0,1366.1809518821603,1110.861,16.0,6.0,5.0,1358.0,False,50.0,90.81679199991956,0.8778,0.4667,0.8333,1.2041,0.7782,0.699,-0.1667,0.14,111.0,False,False,False,True,False,False,False
401,1609.0,186.0,1168.986,1168.994,32.0,9.0,8.0,1688.0,True,60.0,77.37109263016055,0.0853,0.4286,0.875,1.5051,0.8451,0.9031,0.125,0.1622,85.0,False,False,False,False,False,True,False
402,615.9201248049922,186.0,142.256,142.26,34.0,14.0,5.0,1366.0,False,154.0,72.52067479988152,0.2401,0.3929,0.2857,1.5315,1.1461,0.6021,-0.7143,0.1622,121.0,False,False,False,False,False,False,False
403,1213.0,186.0,1962.342,1962.347,16.0,229.0,6.0,1460.6352015732546,False,50.0,87.81427448725427,0.2047,0.4667,0.8333,1.2041,0.7782,0.699,-0.1667,0.14,83.86772486772487,False,False,False,True,False,False,False
404,11.0,836.0,0.02,128.981,788.0,78.0,127.0,1687.0,False,50.0,102.85208621660904,0.9816,0.2244,0.063,2.8965,0.9031,2.1038,0.937,0.9915,86.0,False,False,False,False,True,False,True
405,41.0,216.0,2943.077,2943.144,206.0,229.0,131.0,1358.0,False,40.0,101.7327042752028,0.0604,0.413,0.3829,3.8377,1.1916465085198797,1.8261,-0.6171,1.0,48.0,False,False,True,False,False,False,False
406,244.0,275.0,923.17,923.211,709.0,84.0,55.0,1352.0,True,70.0,82.61422611900771,0.3609,0.4422,0.7561,2.8507,1.4914,1.6128,0.2439,0.9984,105.0,False,True,False,False,False,False,False
407,1219.0,1231.0,701.105,701.126,206.0,19.0,21.0,1358.0,False,40.0,87.70503097698864,0.187,0.2738,0.5714,2.2624,1.0792,1.3222,0.4286,0.417,91.0,False,False,False,False,False,False,False
408,1166.0,1185.0,1366.1809518821603,2258.662,123.0,33.0,194.0,1460.6352015732546,True,100.0,96.3862955919088,0.6124,0.5376,0.7368,2.0899,1.2787,1.1461,-0.2632,0.4399,83.86772486772487,False,True,False,False,False,False,False
409,213.0,223.0,625.577,625.588,87.0,16.0,11.0,1692.0,True,60.0,82.4129669833043,0.2518,0.2091,0.9091,1.9395,1.0,1.0414,0.0909,0.2173,84.0,False,False,False,False,False,True,False
410,1969.0,221.0,1889.165,1889.228,198.38391557496362,229.0,140.0,1356.0,False,154.0,84.6131477944828,0.0605,0.4277,0.35,3.8122,1.1916465085198797,1.7993,-0.65,1.0,36.0,False,False,True,False,False,False,False
411,39.0,195.0,2431.945,2432.111,198.38391557496362,78.57811038353601,59.32477294080802,1402.0,False,40.0,76.7703248269308,0.0556,0.6637,0.9398,3.94,1.1916465085198797,2.2201,0.0602,1.0,47.0,False,False,True,False,False,False,False
412,460.0,555.0,2161.4,2161.408,343.0,106.0,28.0,1358.0,False,40.0,103.67974791891818,0.6775,0.5487,0.0842,2.5353,1.9777,0.9031,-0.9158,0.9549,105.0,False,False,False,False,False,False,False
413,41.0,210.0,1366.1809518821603,1445.656,198.38391557496362,262.0,194.0,1358.0,False,40.0,87.18753662890497,0.0604,0.4089,0.3728,3.7989,1.1916465085198797,1.7993,-0.6272,1.0,83.86772486772487,False,False,True,False,False,False,False
414,662.0,71.0,573.049,573.118,884.0,106.0,98.0,1356.0,True,154.0,77.32729422803645,0.0723,0.4177,0.3188,2.9464,1.3424,1.8389,0.6812,0.9997,77.0,False,True,False,False,False,False,False
415,1299.0,1305.0,385.532,385.557,107.0,13.0,26.0,1353.0,False,70.0,74.2466618114693,0.071,0.2867,0.24,2.0294,0.7782,1.3979,0.76,0.266,96.0,False,False,False,False,False,False,False
416,1058.0,1084.0,3522.485,3522.508,196.0,38.0,194.0,1364.0,True,80.0,61.42790989719128,0.4106,0.6722,0.8846,2.2923,1.415,1.3617,-0.1154,0.8778,84.0,False,False,False,False,False,True,False
417,39.0,226.0,4214.051,702.873,198.38391557496362,78.57811038353601,59.32477294080802,1460.6352015732546,False,40.0,64.19479153810258,0.0557,0.5019,0.9639,2.4461393757503,1.1916465085198797,2.2878,0.0361,1.0,27.0,False,False,True,False,False,False,False
418,1058.0,1066.0,0.02,367.455,135.0,18.0,26.0,1690.0,False,70.0,72.73850482709824,0.7385,0.351,0.3077,2.1303,0.9031,1.415,0.6923,0.3479,83.86772486772487,True,False,False,False,False,False,False
419,1084.0,1096.0,1635.847,1635.864,144.0,16.0,17.0,1694.0,True,60.0,89.28327286959227,0.706,0.2941,0.7059,2.1584,1.0792,1.2305,0.2941,0.3419,84.0,False,False,False,False,False,True,False
420,873.0,900.0,1099.506,1099.516,150.0,27.0,12.0,1353.0,False,50.0,83.26113228939789,0.6696,0.4444,0.3704,2.1761,1.4314,1.0,-0.6296,0.4465,96.0,False,False,False,False,False,True,False
421,15.0,24.0,1620.686,1620.708,154.0,20.0,194.0,1358.0,True,70.0,67.45197000959068,0.0221,0.2222,0.4091,2.1875,0.9542,1.3424,0.5909,0.3329,103.0,True,False,False,False,False,False,False
422,39.0,225.0,919.301,919.496,198.38391557496362,229.0,59.32477294080802,1398.0,False,40.0,70.73482403516381,0.0558,0.509,0.9538,2.4461393757503,1.1916465085198797,2.29,0.0461,1.0,25.0,False,False,True,False,False,False,False
423,1338.0,1346.0,7.851,7.865,206.0,13.0,14.0,1366.0,False,185.0,82.81603037417958,0.0293,0.4643,0.5714,1.7781,0.9031,1.1461,0.4286,0.2195,83.86772486772487,False,False,False,False,False,True,False
424,41.0,194.0,1711.137,1711.281,206.0,78.57811038353601,194.0,1402.0,False,40.0,96.7347584919959,0.0585,0.5047,0.9412,4.0379,2.1847,2.1584,-0.0588,1.0,25.0,False,False,True,False,False,False,False
425,317.0,335.0,732.308,732.327,146.0,36.0,29.0,1372.0,False,40.0,68.98040096052196,0.4621,0.5731,0.9474,2.1644,1.2553,1.2787,0.0526,0.5659,114.0,False,False,False,False,False,False,False
426,39.0,214.0,2350.467,2350.536,206.0,243.0,129.0,1356.0,False,40.0,84.58936806761864,0.0575,0.464,0.3943,3.811,1.1916465085198797,1.8389,-0.6057,1.0,44.0,False,False,True,False,False,False,False
427,1041.0,1056.0,1366.1809518821603,1276.817,252.0,20.0,25.0,1652.0,True,100.0,75.54568060506874,0.7215,0.328,0.6,2.4014,1.1761,1.3979,0.4,0.6189,92.0,False,False,False,False,False,True,False
428,11.0,558.0,0.02,2426.519,109.0,15.0,18.0,1708.0,True,100.0,75.83581491095511,0.644,0.2431,0.4444,2.0374,0.9031,1.2553,0.5556,0.2583,83.86772486772487,False,False,False,False,False,False,False
429,1338.0,1350.0,1366.1809518821603,1313.714,126.0,32.0,24.0,1460.6352015732546,True,100.0,68.26571560723946,0.3436,0.5227,0.5454,2.1004,1.0792,1.3424,0.4545,0.4366,125.0,False,False,False,False,False,False,False
430,41.0,227.0,1316.989,1317.154,198.38391557496362,78.57811038353601,59.32477294080802,1402.0,False,40.0,86.26495765043084,0.0585,0.6021,0.8871,4.0868,1.1916465085198797,2.2175,-0.1129,1.0,27.0,False,False,True,False,False,False,False
431,1118.0,1130.0,2673.603,2673.616,118.0,16.0,194.0,1358.0,False,40.0,75.13710096169724,0.3358,0.2436,0.9231,2.0719,1.0792,1.1139,0.0769,0.2739,103.0,False,False,False,False,False,False,False
432,1908.0,194.0,334.304,334.316,114.0,38.0,194.0,1354.0,True,154.0,76.48470572108937,0.257,0.525,0.6,2.0569,1.301,1.0792,-0.4,0.3977,106.0,False,True,False,False,False,False,False
433,1614.0,1638.0,676.623,676.657,655.0,33.0,35.0,1687.0,True,80.0,89.84328282727014,0.0581,0.1973,0.7059,2.8162,1.3802,1.5315,0.2941,0.9685,54.0,False,False,True,False,False,False,False
434,41.0,198.0,622.372,622.437,198.38391557496362,192.0,109.0,1358.0,False,40.0,90.36504517563507,0.0604,0.3849,0.414,3.7977,1.1916465085198797,1.8129,-0.586,1.0,43.0,False,False,True,False,False,False,False
435,881.0,891.0,2921.961,2921.97,62.0,11.0,9.0,1460.6352015732546,True,60.0,72.70181451722004,0.9443,0.3111,0.9,1.7924,1.0,0.9542,-0.1,0.1954,80.0,False,False,False,False,False,True,False
436,11.0,944.0,1366.1809518821603,2008.62,345.0,86.0,56.0,1694.0,False,70.0,82.96939545201505,0.8855,0.4069042249330557,0.5185,2.5378,1.7324,1.4472,-0.4815,0.9997,123.0,False,False,False,False,False,False,False
437,1588.0,1602.0,2338.856,2338.875,169.0,20.0,19.0,1654.0,True,80.0,89.06266554565272,0.0629,0.3647,0.7368,2.2279,1.1461,1.2787,0.2632,0.4399,64.0,False,False,False,False,False,True,False
438,155.0,17.0,1302.051,1302.067,130.0,13.0,17.0,1373.0,False,154.0,78.16548146121634,0.0073,0.3229,0.75,2.1139,1.0792,1.2041,0.25,0.3241,61.0,False,False,False,False,False,False,False
439,615.9201248049922,1088.0,2750.749,2750.765,206.0,31.0,23.0,1364.0,True,154.0,86.70404863373557,0.4047,0.6534,0.7273,2.0864,1.3424,1.2041,-0.2727,0.5822,82.0,False,False,False,False,False,True,False
440,1326.0,1333.0,1581.921,1581.956,139.0,27.0,35.0,1354.0,False,40.0,76.81437195900115,0.031,0.4326,0.2,2.143,0.8451,1.5441,0.8,0.4057,110.0,False,False,False,False,True,False,True
441,11.0,1051.0,2506.147,0.166,101.0,16.0,12.0,1364.0,True,80.0,76.53836071016251,0.4589,0.3526,0.9231,2.0043,1.1139,1.0792,-0.0769,0.2739,74.0,False,False,False,False,False,True,False
442,615.9201248049922,692.0,328.431,328.453,329.0,26.0,23.0,1690.0,True,154.0,70.67818245826301,0.7917,0.3498,0.9565,2.5172,1.3617,1.3424,-0.0435,0.7955,58.0,False,False,False,False,False,True,False
443,919.0,931.0,3178.549,3178.563,133.0,14.0,14.0,1358.0,True,100.0,97.1199441481276,0.6289,0.2083,0.8571,2.1239,1.0792,1.1461,0.1429,0.2901,83.86772486772487,False,False,False,False,False,True,False
444,11.0,213.0,0.02,2290.212,198.38391557496362,291.0,160.0,1358.0,False,40.0,75.1564027405276,0.0604,0.4932,0.3837,3.7599,1.1916465085198797,1.8195,-0.6163,1.0,40.0,False,False,True,False,False,False,False
445,172.0,183.0,212.157,212.188,221.0,26.0,31.0,1358.0,False,40.0,71.98802295253338,0.2533,0.3519,0.3548,2.3444,1.0414,1.4914,0.6452,0.5642,66.0,True,False,False,False,False,False,False
